icd10_code,description
T81598S,"Other complications of foreign body accidentally left in body following other procedure, sequela"
T81599A,"Other complications of foreign body accidentally left in body following unspecified procedure, initial encounter"
T81599D,"Other complications of foreign body accidentally left in body following unspecified procedure, subsequent encounter"
T81599S,"Other complications of foreign body accidentally left in body following unspecified procedure, sequela"
T8160XA,"Unspecified acute reaction to foreign substance accidentally left during a procedure, initial encounter"
T8160XD,"Unspecified acute reaction to foreign substance accidentally left during a procedure, subsequent encounter"
T8160XS,"Unspecified acute reaction to foreign substance accidentally left during a procedure, sequela"
T8161XA,"Aseptic peritonitis due to foreign substance accidentally left during a procedure, initial encounter"
T8161XD,"Aseptic peritonitis due to foreign substance accidentally left during a procedure, subsequent encounter"
T8161XS,"Aseptic peritonitis due to foreign substance accidentally left during a procedure, sequela"
T8169XA,"Other acute reaction to foreign substance accidentally left during a procedure, initial encounter"
T8169XD,"Other acute reaction to foreign substance accidentally left during a procedure, subsequent encounter"
T8169XS,"Other acute reaction to foreign substance accidentally left during a procedure, sequela"
T81710A,"Complication of mesenteric artery following a procedure, not elsewhere classified, initial encounter"
T81710D,"Complication of mesenteric artery following a procedure, not elsewhere classified, subsequent encounter"
T81710S,"Complication of mesenteric artery following a procedure, not elsewhere classified, sequela"
T81711A,"Complication of renal artery following a procedure, not elsewhere classified, initial encounter"
T81711D,"Complication of renal artery following a procedure, not elsewhere classified, subsequent encounter"
T81711S,"Complication of renal artery following a procedure, not elsewhere classified, sequela"
T81718A,"Complication of other artery following a procedure, not elsewhere classified, initial encounter"
T81718D,"Complication of other artery following a procedure, not elsewhere classified, subsequent encounter"
T81718S,"Complication of other artery following a procedure, not elsewhere classified, sequela"
T81719A,"Complication of unspecified artery following a procedure, not elsewhere classified, initial encounter"
T81719D,"Complication of unspecified artery following a procedure, not elsewhere classified, subsequent encounter"
T81719S,"Complication of unspecified artery following a procedure, not elsewhere classified, sequela"
T8172XA,"Complication of vein following a procedure, not elsewhere classified, initial encounter"
T8172XD,"Complication of vein following a procedure, not elsewhere classified, subsequent encounter"
T8172XS,"Complication of vein following a procedure, not elsewhere classified, sequela"
T8181XA,"Complication of inhalation therapy, initial encounter"
T8181XD,"Complication of inhalation therapy, subsequent encounter"
T8181XS,"Complication of inhalation therapy, sequela"
T8182XA,"Emphysema (subcutaneous) resulting from a procedure, initial encounter"
T8182XD,"Emphysema (subcutaneous) resulting from a procedure, subsequent encounter"
T8182XS,"Emphysema (subcutaneous) resulting from a procedure, sequela"
T8183XA,"Persistent postprocedural fistula, initial encounter"
T8183XD,"Persistent postprocedural fistula, subsequent encounter"
T8183XS,"Persistent postprocedural fistula, sequela"
T8189XA,"Other complications of procedures, not elsewhere classified, initial encounter"
T8189XD,"Other complications of procedures, not elsewhere classified, subsequent encounter"
T8189XS,"Other complications of procedures, not elsewhere classified, sequela"
T819XXA,"Unspecified complication of procedure, initial encounter"
T819XXD,"Unspecified complication of procedure, subsequent encounter"
T819XXS,"Unspecified complication of procedure, sequela"
T8201XA,"Breakdown (mechanical) of heart valve prosthesis, initial encounter"
T8201XD,"Breakdown (mechanical) of heart valve prosthesis, subsequent encounter"
T8201XS,"Breakdown (mechanical) of heart valve prosthesis, sequela"
T8202XA,"Displacement of heart valve prosthesis, initial encounter"
T8202XD,"Displacement of heart valve prosthesis, subsequent encounter"
T8202XS,"Displacement of heart valve prosthesis, sequela"
T8203XA,"Leakage of heart valve prosthesis, initial encounter"
T8203XD,"Leakage of heart valve prosthesis, subsequent encounter"
T8203XS,"Leakage of heart valve prosthesis, sequela"
T8209XA,"Other mechanical complication of heart valve prosthesis, initial encounter"
T8209XD,"Other mechanical complication of heart valve prosthesis, subsequent encounter"
T8209XS,"Other mechanical complication of heart valve prosthesis, sequela"
T82110A,"Breakdown (mechanical) of cardiac electrode, initial encounter"
T82110D,"Breakdown (mechanical) of cardiac electrode, subsequent encounter"
T82110S,"Breakdown (mechanical) of cardiac electrode, sequela"
T82111A,"Breakdown (mechanical) of cardiac pulse generator (battery), initial encounter"
T82111D,"Breakdown (mechanical) of cardiac pulse generator (battery), subsequent encounter"
T82111S,"Breakdown (mechanical) of cardiac pulse generator (battery), sequela"
T82118A,"Breakdown (mechanical) of other cardiac electronic device, initial encounter"
T82118D,"Breakdown (mechanical) of other cardiac electronic device, subsequent encounter"
T82118S,"Breakdown (mechanical) of other cardiac electronic device, sequela"
T82119A,"Breakdown (mechanical) of unspecified cardiac electronic device, initial encounter"
T82119D,"Breakdown (mechanical) of unspecified cardiac electronic device, subsequent encounter"
T82119S,"Breakdown (mechanical) of unspecified cardiac electronic device, sequela"
T82120A,"Displacement of cardiac electrode, initial encounter"
T82120D,"Displacement of cardiac electrode, subsequent encounter"
T82120S,"Displacement of cardiac electrode, sequela"
T82121A,"Displacement of cardiac pulse generator (battery), initial encounter"
T82121D,"Displacement of cardiac pulse generator (battery), subsequent encounter"
T82121S,"Displacement of cardiac pulse generator (battery), sequela"
T82128A,"Displacement of other cardiac electronic device, initial encounter"
T82128D,"Displacement of other cardiac electronic device, subsequent encounter"
T82128S,"Displacement of other cardiac electronic device, sequela"
T82129A,"Displacement of unspecified cardiac electronic device, initial encounter"
T82129D,"Displacement of unspecified cardiac electronic device, subsequent encounter"
T82129S,"Displacement of unspecified cardiac electronic device, sequela"
T82190A,"Other mechanical complication of cardiac electrode, initial encounter"
T82190D,"Other mechanical complication of cardiac electrode, subsequent encounter"
T82190S,"Other mechanical complication of cardiac electrode, sequela"
T82191A,"Other mechanical complication of cardiac pulse generator (battery), initial encounter"
T82191D,"Other mechanical complication of cardiac pulse generator (battery), subsequent encounter"
T82191S,"Other mechanical complication of cardiac pulse generator (battery), sequela"
T82198A,"Other mechanical complication of other cardiac electronic device, initial encounter"
T82198D,"Other mechanical complication of other cardiac electronic device, subsequent encounter"
